rule_code,ingredient_a_code,ingredient_a_name,ingredient_b_code,ingredient_b_name,pair_key,severity,action_type,is_overridable,title_vi,clinical_effect_vi,mechanism_vi,recommendation_vi,monitoring_guidance_vi,route_scope,applicability_note_vi,evidence_level,source_name,source_reference,source_url,rule_set_version,evidence_checked_at,review_status,clinical_signoff_status,is_active,demo_scenario,sample_product_a_code,sample_product_a_name,sample_product_b_code,sample_product_b_name,notes
DDI-DEMO-049,ING002810,Apixaban,ING002572,Clarithromycin,ING002572:ING002810,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Clarithromycin có thể làm tăng apixaban,Tăng nồng độ apixaban và nguy cơ chảy máu.,Clarithromycin ức chế CYP3A4 và P-gp.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002875,"Thuốc NDP-Apixan 5mg Nadyphar hỗ trợ phòng ngừa đột quỵ, tăng huyết áp (2 vỉ x 10 viên)",P001681,Thuốc Clabact 500 DHG điều trị nhiễm khuẩn (2 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-050,ING002810,Apixaban,ING002545,Fluconazole,ING002545:ING002810,MEDIUM,MONITOR,True,Fluconazole có thể làm tăng apixaban,Có thể tăng nguy cơ chảy máu.,Fluconazole ức chế CYP3A4 ở mức độ vừa.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002875,"Thuốc NDP-Apixan 5mg Nadyphar hỗ trợ phòng ngừa đột quỵ, tăng huyết áp (2 vỉ x 10 viên)",P001488,Thuốc Fluconazole Stella 150mg điều trị nhiễm nấm (1 vỉ x 1 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-051,ING002818,Rivaroxaban,ING002617,Rifampicin,ING002617:ING002818,HIGH,AVOID_COMBINATION,True,Rifampicin làm giảm tác dụng rivaroxaban,Giảm nồng độ rivaroxaban và tăng nguy cơ huyết khối.,Rifampicin cảm ứng CYP3A4 và P-gp.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002874,"Thuốc Rivacryst 15Mg Dự Phòng Huyết Khối, Giảm Nguy Cơ Đột Quỵ  ( 1 Vỉ X 14 Viên)",P001748,"Thuốc Rifampicin 150mg Mekophar điều trị lao, phong (250 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-052,ING002818,Rivaroxaban,ING002897,Aspirin,ING002818:ING002897,HIGH,ADJUST_DOSE_OR_MONITOR,True,Rivaroxaban và aspirin làm tăng chảy máu,Tăng nguy cơ xuất huyết.,Chống đông và chống kết tập tiểu cầu cộng hợp.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002874,"Thuốc Rivacryst 15Mg Dự Phòng Huyết Khối, Giảm Nguy Cơ Đột Quỵ  ( 1 Vỉ X 14 Viên)",P002730,Thuốc Kaclocide Khapharco ngừa hình thành cục máu đông (10 vỉ 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-053,ING002818,Rivaroxaban,ING002983,Ibuprofen,ING002818:ING002983,HIGH,AVOID_COMBINATION,True,Rivaroxaban và ibuprofen làm tăng chảy máu,Tăng nguy cơ xuất huyết tiêu hóa và chảy máu khác.,NSAID cộng hợp nguy cơ chảy máu.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002874,"Thuốc Rivacryst 15Mg Dự Phòng Huyết Khối, Giảm Nguy Cơ Đột Quỵ  ( 1 Vỉ X 14 Viên)",P005407,Hapacol Prime Đau Nhức Kháng Viêm Dhg Pharma 10X10,Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-054,ING002818,Rivaroxaban,ING002572,Clarithromycin,ING002572:ING002818,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Clarithromycin có thể làm tăng rivaroxaban,"Tăng nồng độ và nguy cơ chảy máu, nhất là khi suy thận.",Clarithromycin ức chế CYP3A4 và P-gp.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002874,"Thuốc Rivacryst 15Mg Dự Phòng Huyết Khối, Giảm Nguy Cơ Đột Quỵ  ( 1 Vỉ X 14 Viên)",P001681,Thuốc Clabact 500 DHG điều trị nhiễm khuẩn (2 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-055,ING002818,Rivaroxaban,ING002545,Fluconazole,ING002545:ING002818,MEDIUM,MONITOR,True,Fluconazole có thể làm tăng rivaroxaban,Có thể tăng nồng độ và nguy cơ chảy máu.,Fluconazole ức chế CYP3A4 ở mức độ vừa.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002874,"Thuốc Rivacryst 15Mg Dự Phòng Huyết Khối, Giảm Nguy Cơ Đột Quỵ  ( 1 Vỉ X 14 Viên)",P001488,Thuốc Fluconazole Stella 150mg điều trị nhiễm nấm (1 vỉ x 1 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-056,ING002895,Dabigatran etexilate,ING002617,Rifampicin,ING002617:ING002895,HIGH,AVOID_COMBINATION,True,Rifampicin làm giảm tác dụng dabigatran,Giảm nồng độ dabigatran và tăng nguy cơ huyết khối.,Rifampicin cảm ứng mạnh P-gp.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002534,"Viên nang cứng Pradaxa 150mg Boehringer phòng ngừa tai biến, đột quỵ (3 vỉ x 10 viên)",P001748,"Thuốc Rifampicin 150mg Mekophar điều trị lao, phong (250 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-057,ING002895,Dabigatran etexilate,ING002855,Amiodarone,ING002855:ING002895,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Amiodarone có thể làm tăng dabigatran,Tăng nồng độ dabigatran và nguy cơ chảy máu.,Amiodarone ức chế P-gp.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002534,"Viên nang cứng Pradaxa 150mg Boehringer phòng ngừa tai biến, đột quỵ (3 vỉ x 10 viên)",P002393,Thuốc Cordarone 200mg Sanofi phòng ngừa và điều trị một số dạng rối loạn nhịp tim (30 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-058,ING002895,Dabigatran etexilate,ING002870,Verapamil hydrochloride,ING002870:ING002895,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Verapamil làm tăng dabigatran,"Tăng phơi nhiễm dabigatran, phụ thuộc thời điểm dùng và chức năng thận.",Verapamil ức chế P-gp.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002534,"Viên nang cứng Pradaxa 150mg Boehringer phòng ngừa tai biến, đột quỵ (3 vỉ x 10 viên)",P002449,"Thuốc Cordamil 40MG Helcor Điều trị và phòng ngừa đau thắt ngực, rối loạn nhịp tim, tăng huyết áp nhẹ đến trung bình (3 vỉ x 10 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-059,ING002895,Dabigatran etexilate,ING003465,Tacrolimus,ING002895:ING003465,HIGH,AVOID_COMBINATION,True,Tacrolimus có thể làm tăng dabigatran,Tăng nguy cơ chảy máu.,Tacrolimus ức chế P-gp và có thể tăng phơi nhiễm dabigatran.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002534,"Viên nang cứng Pradaxa 150mg Boehringer phòng ngừa tai biến, đột quỵ (3 vỉ x 10 viên)",P005242,Thuốc Prograf 1Mg Astellas ngăn đào thải sau ghép tạng (5 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-060,ING002895,Dabigatran etexilate,ING002572,Clarithromycin,ING002572:ING002895,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Clarithromycin có thể làm tăng dabigatran,Tăng nồng độ dabigatran và nguy cơ chảy máu.,Clarithromycin ức chế P-gp.,"Cần bác sĩ/dược sĩ đánh giá chức năng thận, liều và thuốc thay thế; không tự phối hợp.",Theo dõi dấu hiệu chảy máu hoặc huyết khối; kiểm tra hemoglobin và chức năng thận.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",REGULATORY_GUIDANCE,DailyMed/FDA labels and NHS Specialist Pharmacy Service,Managing interactions with DOACs,https://www.sps.nhs.uk/articles/managing-interactions-with-direct-oral-anticoagulants-doacs/,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002534,"Viên nang cứng Pradaxa 150mg Boehringer phòng ngừa tai biến, đột quỵ (3 vỉ x 10 viên)",P001681,Thuốc Clabact 500 DHG điều trị nhiễm khuẩn (2 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-061,ING003008,Carbamazepine,ING002572,Clarithromycin,ING002572:ING003008,HIGH,AVOID_COMBINATION,True,Clarithromycin làm tăng carbamazepine,"Tăng nguy cơ chóng mặt, song thị, mất điều hòa và ngộ độc thần kinh.","Clarithromycin ức chế CYP3A4, làm giảm chuyển hóa carbamazepine.",Tránh hoặc điều chỉnh theo bác sĩ; không tự thay đổi liều thuốc động kinh.,"Theo dõi nồng độ carbamazepine, triệu chứng độc tính và kiểm soát cơn.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=carbamazepine,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P003163,Thuốc Tegretol CR 200 điều trị bệnh động kinh (5 vỉ x 10 viên),P001681,Thuốc Clabact 500 DHG điều trị nhiễm khuẩn (2 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-062,ING003008,Carbamazepine,ING002612,Erythromycin,ING002612:ING003008,HIGH,AVOID_COMBINATION,True,Erythromycin làm tăng carbamazepine,Tăng nguy cơ ngộ độc carbamazepine.,Erythromycin ức chế CYP3A4.,Tránh hoặc điều chỉnh theo bác sĩ; không tự thay đổi liều thuốc động kinh.,"Theo dõi nồng độ carbamazepine, triệu chứng độc tính và kiểm soát cơn.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=carbamazepine,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P003163,Thuốc Tegretol CR 200 điều trị bệnh động kinh (5 vỉ x 10 viên),P001619,Thuốc Erythromycin 500mg Vidipha điều trị nhiễm khuẩn (10 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-063,ING003008,Carbamazepine,ING002965,Diltiazem Hydrochloride,ING002965:ING003008,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Diltiazem làm tăng carbamazepine,Tăng nguy cơ độc tính thần kinh.,Diltiazem ức chế CYP3A4.,Tránh hoặc điều chỉnh theo bác sĩ; không tự thay đổi liều thuốc động kinh.,"Theo dõi nồng độ carbamazepine, triệu chứng độc tính và kiểm soát cơn.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=carbamazepine,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P003163,Thuốc Tegretol CR 200 điều trị bệnh động kinh (5 vỉ x 10 viên),P003067,"Thuốc Herbesser 60mg điều trị cao huyết áp vô căn, đau thắt ngực (10 vỉ x 10 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-064,ING003008,Carbamazepine,ING002870,Verapamil hydrochloride,ING002870:ING003008,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Verapamil làm tăng carbamazepine,Tăng nguy cơ độc tính thần kinh.,Verapamil ức chế CYP3A4.,Tránh hoặc điều chỉnh theo bác sĩ; không tự thay đổi liều thuốc động kinh.,"Theo dõi nồng độ carbamazepine, triệu chứng độc tính và kiểm soát cơn.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=carbamazepine,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P003163,Thuốc Tegretol CR 200 điều trị bệnh động kinh (5 vỉ x 10 viên),P002449,"Thuốc Cordamil 40MG Helcor Điều trị và phòng ngừa đau thắt ngực, rối loạn nhịp tim, tăng huyết áp nhẹ đến trung bình (3 vỉ x 10 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-065,ING003008,Carbamazepine,ING002617,Rifampicin,ING002617:ING003008,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Rifampicin làm giảm carbamazepine,Có thể giảm kiểm soát cơn động kinh.,Rifampicin cảm ứng enzyme chuyển hóa carbamazepine.,Tránh hoặc điều chỉnh theo bác sĩ; không tự thay đổi liều thuốc động kinh.,"Theo dõi nồng độ carbamazepine, triệu chứng độc tính và kiểm soát cơn.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=carbamazepine,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P003163,Thuốc Tegretol CR 200 điều trị bệnh động kinh (5 vỉ x 10 viên),P001748,"Thuốc Rifampicin 150mg Mekophar điều trị lao, phong (250 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-066,ING003000,Lamotrigine,ING003006,Natri valproat,ING003000:ING003006,HIGH,ADJUST_DOSE_OR_MONITOR,True,Valproate làm tăng nồng độ lamotrigine,"Tăng nguy cơ phát ban nghiêm trọng, bao gồm hội chứng Stevens–Johnson.",Valproate ức chế glucuronid hóa và làm giảm thanh thải lamotrigine.,Cần phác đồ tăng liều lamotrigine riêng và giám sát bác sĩ.,"Theo dõi phát ban, sốt, tổn thương niêm mạc và triệu chứng thần kinh.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=lamotrigine,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P003344,Viên nén Lamotrigine 50mg SaVi điều trị động kinh (3 vỉ x 10 viên),P003151,Thuốc Depakine 200mg Sanofi điều trị động kinh (40 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-067,ING004208,Ethinylestradiol,ING002617,Rifampicin,ING002617:ING004208,HIGH,AVOID_COMBINATION,True,Rifampicin làm giảm hiệu quả thuốc tránh thai chứa ethinylestradiol,Tăng nguy cơ chảy máu bất thường và thất bại tránh thai.,"Thuốc/thảo dược cảm ứng enzyme chuyển hóa, làm giảm nồng độ hormone tránh thai.",Dùng biện pháp tránh thai không nội tiết bổ sung hoặc chọn phương pháp khác theo bác sĩ.,Theo dõi chảy máu bất thường; tư vấn thời gian dùng biện pháp bổ sung.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ethinyl+estradiol,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P006631,Thuốc tránh thai Marvelon Organon (21 viên),P001748,"Thuốc Rifampicin 150mg Mekophar điều trị lao, phong (250 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
